X,Y,FID_,ID,Year,Reported_D,Reported_Time,Reported_WeekDay,Occurrence,Occurren_1,Occurren_2,Location_T,Primary_Offence,Bicycle_Status,Bicycle_Value,Bicycle_Make,Bicycle_Model,Bicycle_Type,Bicycle_Frame,Bicycle_Color,Bicycle_Speed,Ottawa_Neighboirhood,Ottawa_N_1_policeSector,Ottawa_N_2policeDevision,Census_TractUniqueId,Census_T_1_Name,X_Coordina,Y_Coordina
-8424631.461,5687206.093,3301,2303,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,600,NORC,ROMA,OTHER,UNISEX,BLACK GRAY,1,Old Ottawa East,Sector 22,Central,5050015,15,368998.32,5030968.133
-8431586.553,5665631.154,3302,3762,2020,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,549,GT,AGRESSOR SPORT,MOUNTAIN,MEN'S,BLUE,1,Glebe - Dows Lake,Sector 22,Central,5050141.05,141.05,364250.746,5015783.404
-8423817.007,5687099.883,3303,3858,2020,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OPEN AREAS,THEFT <BICYCLE,STOLEN,400,GIANT,RINCON,MOUNTAIN,UNISEX,GRAY,24,Sandy Hill,Sector 24,Central,5050015,15,369571.7129,5030899.57
-8424631.461,5687206.093,3304,2304,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,600,NORC,N/A,OTHER,UNISEX,BLACK GRAY,1,Old Ottawa East,Sector 22,Central,5050015,15,368998.32,5030968.133
-8430151.499,5675823.742,3305,3954,2020,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,SCHOOLS DURING SUPERVISED ACTIVITY,THEFT <BICYCLE,STOLEN,350,NORTHROCK,XCW,MOUNTAIN,CHILD'S,GRAY,21,Old Barrhaven East,Sector 16,West,5050131.01,131.01,365193.7,5022948.504
-8424580.213,5688275.116,3306,3918,2020,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/07/23 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,689,GIANT,GIANT,REGULAR,UNISEX,GRAY,1,Old Ottawa East,Sector 22,Central,5050051,51,369026.709,5031717.578
-8424739.379,5690252.227,3307,2312,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,700,TREK,X-CALIBER 9,MOUNTAIN,MEN'S,BLACK GREEN,18,Old Ottawa East,Sector 22,Central,5050053,53,368900.7049,5033101.591
-8400525.078,5697268.939,3308,3992,2020,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,180,SUPERCYCLE,NITRO 14 INCHES,MOUNTAIN,CHILD'S,GRAYBLUE,21,Borden Farm - Fisher Glen,Sector 17,West,5050171.05,171.05,385856.171,5038211.425
-8428457.333,5665414.416,3309,3919,2020,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/07/24 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,100,HUFFY,GRANITI,REGULAR,MEN'S,GRAY,21,Glebe - Dows Lake,Sector 22,Central,5050141.09,141.09,366457.6099,5015652.27
-8424631.461,5687206.093,3310,2395,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,50,UNKNOWN,N/A,OTHER,UNISEX,BLUE,1,Old Ottawa East,Sector 22,Central,5050015,15,368998.32,5030968.133
-8426353.454,5684483.226,3311,4133,2020,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Cardinal Creek,Sector 31,East,5050019,19,367806.7079,5029047.556
-8426711.627,5684532.994,3312,4021,2020,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/07/21 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,150,N/A,N/A,REGULAR,WOMEN'S,GREEN,0,Old Ottawa East,Sector 22,Central,5050019,19,367554.4594,5029079.927
-8424739.379,5690252.227,3313,2489,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,250,NAKAMURA,700CC,HYBRID,WOMEN'S,BROWN,21,Stittsville,Sector 13,West,5050053,53,368900.7049,5033101.591
-8421838.142,5690130.733,3314,4260,2020,2020/09/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/09/27 00:00:00+00,1899/12/30 00:00:00+00,Monday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,120,UNKNOWN,UNKNOWN,HYBRID,MEN'S,RED,0,Glebe - Dows Lake,Sector 22,Central,5050100,100,370940.7129,5033037.587
-8423817.007,5687099.883,3315,4022,2020,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,OPEN AREAS,THEFT <BICYCLE,STOLEN,500,GARRY FISHER,BIG SIR,MOUNTAIN,MEN'S,GREEN,21,Rideau Crest - Davidson Heights,Sector 16,West,5050015,15,369571.7129,5030899.57
-8424631.461,5687206.093,3316,2625,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/25 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,N/A,OTHER,UNISEX,GRAYBLACK,1,Sandy Hill,Sector 24,Central,5050015,15,368998.32,5030968.133
-8425134.587,5688289.587,3317,3123,2020,2020/09/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,175,SEKINE,N/A,REGULAR,MEN'S, LIGHT BLUE BLACK,12,Centretown,Sector 23,Central,5050050,50,368636.8819,5031723.753
-8436457.674,5679786.688,3318,4166,2020,2020/07/29 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,2020/07/08 00:00:00+00,1899/12/30 00:00:00+00,Wednesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,2000,DIRT JUMPER,N/A,MOUNTAIN,UNISEX,OTHER,0,Britannia Village,Sector 14,West,5050030,30,360729.6781,5025687.526
-8427215.252,5685765.892,3319,3234,2020,2020/09/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/09/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,2500,CANNONDALE,N/A,RACER,WOMEN'S, WHITE,0,Centretown,Sector 22,Central,5050042,42,367191.7049,5029940.564
-8427492.303,5685647.362,3320,2690,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,400,KONA,DEW RIDER PLUS,TOURING,MEN'S,LIGHT GREEN,21,Bridlewood - Emerald Meadows,Sector 13,West,5050042,42,366997.7041,5029855.563
-8426421.033,5685121.622,3321,3137,2020,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/01 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,500,BRODIE,DYNAMO,HYBRID,MEN'S, ORANGE,0,Lowertown,Sector 24,Central,5050036,36,367754.7079,5029494.559
-8426901.994,5685949.688,3322,3790,2020,2020/09/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/01 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OPEN AREAS,THEFT <BICYCLE,STOLEN,N/A,BILLY GOAT,ALPINE,MOUNTAIN,MEN'S,BLUE WHITE,24,Sandy Hill,Sector 24,Central,5050039,39,367410.7049,5030071.565
-8443302.404,5665146.765,3323,2884,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1500,DEVINCI,DEVINCI STREET,TOURING,UNISEX,RED,21,West Centretown,Sector 22,Central,5050161.06,161.06,355996.5189,5015370.938
-8423817.007,5687099.883,3324,3444,2020,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/24 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,900,DEVINCI,OSLO,TOURING,MEN'S,BLACK,14,Hintonburg - Mechanicsville,Sector 21,Central,5050015,15,369571.7129,5030899.57
-8426385.989,5687497.068,3325,3096,2020,2020/09/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Saturday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,200,VAGABOND WASAGA,CRUISER,REGULAR,WOMEN'S, DARK BLUE,0,Qualicum - Redwood Park,Sector 15,West,5050037,37,367762.7049,5031159.574
-8424336.01,5688089.929,3326,2933,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT >BICYCLE,STOLEN,N/A,SUPE,N/A,MOUNTAIN,MEN'S,RED DARK BLACK,26,Lowertown,Sector 24,Central,5050051,51,369199.7101,5031589.576
-8424022.81,5682167.307,3327,3839,2020,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,600,REVOLUTION,N/A,MOUNTAIN,MEN'S,GOLDEN,10,Old Ottawa East,Sector 22,Central,5050004,4,369462.4959,5027440.577
-8425505.431,5684974.972,3328,3759,2020,2020/09/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Saturday,BAR OR RESTAURANT,THEFT <BICYCLE,STOLEN,600,CCM,EXPLORER,MOUNTAIN,MEN'S,BLUE,0,Glebe - Dows Lake,Sector 22,Central,5050018,18,368399.6381,5029398.237
-8450598.465,5666748.21,3329,2987,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,COMMERCIAL DWELLING UNIT,THEFT <BICYCLE,STOLEN,580,TREK,MARLIN 4,MOUNTAIN,MEN'S,SILK,21,Billings Bridge - Alta Vista,Sector 34,East,5050151.07,151.07,350846.0071,5016456.274
-8431788.985,5663564.785,3330,4049,2020,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PARKING LOTS,THEFT <BICYCLE,STOLEN,749,CCM,ALPHA,MOUNTAIN,MEN'S,GREENGRAY,21,Billings Bridge - Alta Vista,Sector 34,East,5050141.12,141.12,364121.686,5014330.428
-8427624.296,5686472.019,3331,3760,2020,2020/09/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"STREETS, ROADS, HIGHWAYS",THEFT <BICYCLE,STOLEN,1600,FELT,FR30W,RACER,WOMEN'S,BLUE,0,Centretown,Sector 23,Central,5050041,41,366899.1871,5030432.602
-8427492.303,5685647.362,3332,2988,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,DWELLING UNIT,THEFT <BICYCLE,STOLEN,300,MARIN,CITY,HYBRID,UNISEX,SILK,21,Sandy Hill,Sector 24,Central,5050042,42,366997.7041,5029855.563
-8425338.797,5689787.261,3333,4175,2020,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,PRIVATE PROPERTY STRUCTURE,THEFT <BICYCLE,STOLEN,700,CROSSROAD SPORT,SPECIALIZED,HYBRID,WOMEN'S,PINK,1,Glebe - Dows Lake,Sector 22,Central,5050056,56,368482.7049,5032771.588
-8438488.545,5675490.845,3334,4034,2020,2020/09/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,2020/09/26 00:00:00+00,1899/12/30 00:00:00+00,Saturday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1000,IRON HORSE,N/A,MOUNTAIN,MEN'S,GREEN,21,West Centretown,Sector 22,Central,5050137.03,137.03,359326.6679,5022661.499
-8424870.095,5688305.195,3335,2989,2021,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2021/06/29 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,UNIVERSITIES / COLLEGES,THEFT <BICYCLE,STOLEN,700,NORCO,STORM 5 (2021),MOUNTAIN,UNISEX,SILK,21,Carleton University,Sector 22,Central,5050050,50,368822.7079,5031736.578
-8429960.147,5685143.573,3336,4374,2020,2020/07/28 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,2020/07/23 00:00:00+00,1899/12/30 00:00:00+00,Tuesday,COMMERCIAL DWELLING UNIT,THEFT <BICYCLE,STOLEN,1000,KHS,UNKNOWN,MOUNTAIN,MEN'S,YELLOW,21,Chapman Mills,Sector 16,West,5050046,46,365265.6981,5029485.561
-8426469.028,5685728.479,3337,3232,2020,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,750,SPECIALIZED,N/A,HYBRID,MEN'S, WHITE,18,Glebe - Dows Lake,Sector 22,Central,5050036,36,367716.7071,5029919.563
-8425171.31,5684605.078,3338,3917,2020,2020/07/27 00:00:00+00,1899/12/30 00:00:00+00,Monday,2020/07/24 00:00:00+00,1899/12/30 00:00:00+00,Monday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,700,RALEIGH,HYBRID,HYBRID,MEN'S,GRAY,0,Glebe - Dows Lake,Sector 22,Central,5050018,18,368637.2381,5029141.34
-8425581.668,5683746.476,3339,2131,2021,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2021/06/27 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,699,GIANT,TALON 29 3,MOUNTAIN,UNISEX,BLACK,1,Borden Farm - Fisher Glen,Sector 17,West,5050017,17,368354.711,5028536.551
-8440934.698,5672198.426,3340,3952,2020,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/09/24 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1000,TREK,NAVIGATOR 200,HYBRID,UNISEX,GRAY,5,Glebe - Dows Lake,Sector 22,Central,5050136.01,136.01,357623.9057,5020336.272
-8426354.238,5683702.103,3341,3092,2020,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/25 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,100,N/A,N/A,MOUNTAIN,UNISEX, DARK BLUE,0,Glebe - Dows Lake,Sector 22,Central,5050017,17,367811.6328,5028499.987
-8430497.078,5676652.675,3342,2573,2021,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,PARKING LOTS,THEFT <BICYCLE,STOLEN,600,MARIN,FAIR FAX 1,HYBRID,MEN'S,GRAY,21,Old Ottawa South,Sector 22,Central,5050131.01,131.01,364944.8794,5023527.764
-8426469.028,5685728.479,3343,4259,2020,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,N/A,SCHWINN,N/A,TRICYCLE,MEN'S,RED,0,Bells Corners East,Sector 15,West,5050036,36,367716.7071,5029919.563
-8426167.077,5687626.163,3344,3304,2020,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OPEN AREAS,THEFT <BICYCLE,STOLEN,440,DIADORA MODENA,"700C,2017",HYBRID,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050037,37,367915.706,5031251.575
-8424482.855,5688336.915,3345,2679,2021,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2021/06/24 00:00:00+00,1899/12/30 00:00:00+00,Monday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,600,CCM,CCM ALPHA,MOUNTAIN,MEN'S,GREENBLACK,21,Sandy Hill,Sector 24,Central,5050051,51,369094.709,5031761.578
-8434770.473,5681709.486,3346,4363,2020,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARK,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,UNKNOW,0,Laurentian,Sector 14,West,5050032.01,32.01,361904.6841,5027046.539
-8420232.49,5688537.82,3347,3806,2020,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,400,UNKNOWN,UNKOWN,HYBRID,WOMEN'S,BRONZE,0,West Centretown,Sector 22,Central,5050012,12,372081.18,5031933.574
-8424403.486,5688727.171,3348,2765,2021,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,2021/06/28 00:00:00+00,1899/12/30 00:00:00+00,Monday,DWELLING UNIT,THEFT <BICYCLE,N/A,N/A,NA,N/A,N/A,N/A,N/A,0,Sandy Hill,Sector 24,Central,5050051,51,369147.709,5032035.581
-8434770.473,5681709.486,3349,4364,2020,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARK,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,UNKNOW,0,Laurentian,Sector 14,West,5050032.01,32.01,361904.6841,5027046.539
-8425357.604,5684605.183,3350,3824,2020,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OPEN AREAS,THEFT <BICYCLE,STOLEN,400,DOLAN,PRECURSA,RACER,MEN'S,DARK GREEN,0,Old Ottawa South,Sector 22,Central,5050018,18,368506.2197,5029140.087
-8425549.457,5690201.942,3351,1917,2021,2021/06/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2021/06/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,1200,GARY FISHER,GARY FISHER,MOUNTAIN,MEN'S, WHITE,0,Lowertown,Sector 24,Central,5050056,56,368331.703,5033060.591
-8434770.473,5681709.486,3352,4365,2020,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,2020/09/25 00:00:00+00,1899/12/30 00:00:00+00,Friday,PARK,THEFT <BICYCLE,STOLEN,N/A,UNKNOWN,UNKNOWN,OTHER,UNISEX,UNKNOW,0,Laurentian,Sector 14,West,5050032.01,32.01,361904.6841,5027046.539
-8426167.077,5687626.163,3353,3916,2020,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/15 00:00:00+00,1899/12/30 00:00:00+00,Sunday,OPEN AREAS,THEFT <BICYCLE,STOLEN,450,REGAL,N/A,OTHER,MEN'S,GRAY,0,West Centretown,Sector 22,Central,5050037,37,367915.706,5031251.575
-8425549.457,5690201.942,3354,2037,2021,2021/06/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2021/06/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,"SINGLE HOME, HOUSE",THEFT <BICYCLE,STOLEN,500,URBAN,SINGLE GEAR,OTHER,MEN'S,BLACK,1,Lowertown,Sector 24,Central,5050056,56,368331.703,5033060.591
-8427324.753,5687496.451,3355,3095,2020,2020/09/24 00:00:00+00,1899/12/30 00:00:00+00,Thursday,2020/09/24 00:00:00+00,1899/12/30 00:00:00+00,Thursday,OTHER COMMERCIAL / CORPORATE PLACES,THEFT <BICYCLE,STOLEN,400,GT,AGRESSOR SPORT,MOUNTAIN,N/A, DARK BLUE,24,Glebe - Dows Lake,Sector 22,Central,5050048,48,367102.703,5031152.575
-8427824.627,5686367.822,3356,2130,2021,2021/06/27 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2021/06/24 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PARKING LOTS,THEFT <BICYCLE,STOLEN,3000,FELT,N/A,MOUNTAIN,MEN'S,BLACK,0,West Centretown,Sector 22,Central,5050041,41,366759.0448,5030358.192
-8427492.303,5685647.362,3357,4020,2020,2020/07/26 00:00:00+00,1899/12/30 00:00:00+00,Sunday,2020/07/25 00:00:00+00,1899/12/30 00:00:00+00,Sunday,PARKING LOTS,THEFT <BICYCLE,STOLEN,520,LIV,ALIGHT 3,OTHER,WOMEN'S,GREEN,21,Glebe - Dows Lake,Sector 22,Central,5050042,42,366997.7041,5029855.563
